LEAID,boarddocs_url,school_district_from_boarddocs,LEA_NAME,address_from_boarddocs,home_website_from_boarddocs,phone_from_nces
4280570,https://go.boarddocs.com/pa/hazl/Board.nsf/Public,Hazleton Area School District,Hazleton Area Career Center,,hasdk12.org,(570) 459-3221
2634710,https://go.boarddocs.com/mi/vassar/Board.nsf/Public,Vassar Public Schools,Vassar Public Schools,,vassar.k12.mi.us,(989) 823-8535
2633750,https://go.boarddocs.com/mi/tekon/Board.nsf/Public,,Tekonsha Community Schools,,tekonsha.k12.mi.us,(517) 767-4121
1811100,https://go.boarddocs.com/in/steubencounty/Board.nsf/Public,MSD of Steuben County,MSD Steuben County,"400 S Martha St | Angola, IN 46703 | 260-665-2854",msdsteuben.k12.in.us,(260) 665-2854
5504500,https://go.boarddocs.com/wi/fallcreek/Board.nsf/Public,Fall Creek School District,Fall Creek School District,"336 E. Hoover Ave, Fall Creek, WI 54742",fallcreek.k12.wi.us,(715) 877-2123
4216860,https://go.boarddocs.com/pa/newh/Board.nsf/Public,New Hope-Solebury School District,New Hope-Solebury SD,"180 W. Bridge Street, New Hope, PA 18938",nhsd.org,(215) 862-2552
4218660,https://go.boarddocs.com/pa/ptra/Board.nsf/Public,Penn-Trafford School District,Penn-Trafford SD,"1100 Randall Court, Export, PA 15632",penntrafford.org,(724) 744-4496
3610950,https://go.boarddocs.com/ny/fcsd/Board.nsf/Public,Fallsburg Central School District,FALLSBURG CENTRAL SCHOOL DISTRICT,"115 Brickman Road | Fallsburg, NY 12733 | Phone: (845) 434-6800",fallsburgcsd.net,(845) 434-6800
5000024,https://go.boarddocs.com/nh/rivendell/Board.nsf/Public,Rivendell School District,Rivendell Interstate School District,PO Box 271 10 School Drive Orford NH 03777,rivendellschool.org,(603) 353-2170
5000384,https://go.boarddocs.com/nh/rivendell/Board.nsf/Public,Rivendell School District,Rivendell Interstate Supervisory District,PO Box 271 10 School Drive Orford NH 03777,rivendellschool.org,(603) 353-2170
3613590,https://go.boarddocs.com/ny/hann/Board.nsf/Public,Hannibal Central School District,HANNIBAL CENTRAL SCHOOL DISTRICT,"928 Cayuga Street | Hannibal, NY 13074 | 315-564-8100",hannibalcsd.org,(315) 564-8100
3627180,https://go.boarddocs.com/ny/somers/Board.nsf/Public,Somers Central School District,SOMERS CENTRAL SCHOOL DISTRICT,"250 Rt. 202 | Somers, NY 10589 | (914) 277-2400",somersschools.org,(914) 277-2400
3602370,https://go.boarddocs.com/ny/addison/Board.nsf/Public,Addison Central School District,ADDISON CENTRAL SCHOOL DISTRICT,"7 Cleveland Drive, Suite 101 | Addison, NY 14801 | 607-359-2244",addisoncsd.org,(607) 359-2244
3904900,https://go.boarddocs.com/oh/twinvalley/Board.nsf/Public,Twin Valley Community Local Schools,Twin Valley Community Local,"100 Education Drive | West Alexandria, OH 45381 | 937-839-4688",tvs.k12.oh.us,(937) 839-4688
4214940,https://go.boarddocs.com/pa/mcke/Board.nsf/Public,McKeesport Area School District,McKeesport Area SD,"3590 O'Neil Boulevard  McKeesport, PA 15132",mckasd.net,(412) 664-3610
4280030,https://go.boarddocs.com/pa/mcke/Board.nsf/Public,McKeesport Area School District,McKeesport Area Technology Center,"3590 O'Neil Boulevard  McKeesport, PA 15132",mckasd.net,(412) 664-3726
1809510,https://go.boarddocs.com/in/rcs/Board.nsf/Public,,Richmond Community Schools,Richmond Community Schools            765-973-3300,rcs.k12.in.us,(765) 973-3300
2618570,https://go.boarddocs.com/mi/hop/Board.nsf/Public,Hopkins Public Schools,Hopkins Public Schools,,hpsvikings.org,(269) 793-7261
404280,https://go.boarddocs.com/az/lhusd/Board.nsf/Public,Lake Havasu Unified School District #1,Lake Havasu Unified District (4368),"2200 Havasupai Boulevard Lake Havasu City, AZ 86403 | 928-505-6900",lhusd.org,(928) 505-6900
3904977,https://go.boarddocs.com/oh/fairlawn/Board.nsf/Public,Fairlawn Local Schools,Fairlawn Local,"18800 Johnston Rd | Sidney, OH 45365 | 937-492-5930",fairlawn.k12.oh.us,(937) 492-5930
3904827,https://go.boarddocs.com/oh/mplsd/Board.nsf/Public,Madison-Plains Local School District,Madison-Plains Local,"55 Linson Road   |   London, Ohio 43140   |   Phone: 740.852.0290   |   Fax: 740.852.5895",mplsd.org,(740) 852-0290
611910,https://go.boarddocs.com/ca/eastside/Board.nsf/Public,Eastside Union School District,Eastside Union Elementary,"44938 30th Street E, Lancaster, CA 93535 | (661) 952-1200",eastsideusd.org,(661) 952-1200
5506000,https://go.boarddocs.com/wi/whitsd/Board.nsf/Public,Whitnall School District,Whitnall School District,"5000 S. 116th Street, Greenfield, WI 53228  | 414-525-8400",whitnall.com,(414) 525-8400
1805670,https://go.boarddocs.com/in/ltschools/Board.nsf/Public,MSD of Lawrence Township,MSD Lawrence Township,"6501 Sunnyside Road | Indianapolis, IN 46236 | p (317) 423-8200 | f (317) 543-3534",ltschools.org,(317) 423-8200
5508670,https://go.boarddocs.com/wi/mara/Board.nsf/Public,Marathon City School District,Marathon City School District,,marathon.k12.wi.us,(715) 443-2226
1733300,https://go.boarddocs.com/il/redbud/Board.nsf/Public,Red Bud Community Unit School District #132,Red Bud CUSD 132,"815 Locust Street | Red Bud, IL 62278 | (618) 282-3507 | f  (618) 282-6151",redbud132.org,(618) 282-3507
3904984,https://go.boarddocs.com/oh/flessoh/Board.nsf/Public,Fairless Local Schools,Fairless Local,,fairlesslocalschools.org,(330) 767-3577
3404890,https://go.boarddocs.com/nj/etsd/Board.nsf/Public,Evesham Township School District,Evesham Township School District,"25 S. Maple Ave. |  Marlton, NJ 08053  |  (856) 983-1800",evesham.k12.nj.us,(856) 983-1800
3627660,https://go.boarddocs.com/ny/swcsk12/Board.nsf/Public,Southwestern Central School District,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,"600 Hunt Road, W.E. Jamestown, NY 14701 | 716-484-6800",swcsk12.org,(716) 484-1136
3416830,https://go.boarddocs.com/nj/voorhees/Board.nsf/Public,Voorhees Township Public Schools,Voorhees Township School District,"329 Route 73, Voorhees, NJ 08043 |  (856)751-8446",voorhees.k12.nj.us,(856) 751-8446
2620280,https://go.boarddocs.com/mi/keno/Board.nsf/Public,Kenowa Hills Public Schools,Kenowa Hills Public Schools,,khps.org,(616) 784-2511
4222230,https://go.boarddocs.com/pa/ssasd/Board.nsf/Public,South Side Area School District,South Side Area SD,"4949 State Route 151 | Hookstown, PA 15050 | p 724.573.9581 | f 724.573.0449",sssd.k12.pa.us,(724) 573-9581
1201740,https://go.boarddocs.com/fl/stjohns/Board.nsf/Public,St. Johns County School District,ST. JOHNS,"40 Orange Street | St. Augustine, FL | 32084 (904) 547-7500",stjohns.k12.fl.us,(904) 547-7500
3904999,https://go.boarddocs.com/oh/coventrylocal/Board.nsf/Public,Coventry Local School District,Coventry Local,"3527 Cormany Road | Coventry, OH 44319 | 330-644-8489",coventryschools.org,(330) 644-8489
1720580,https://go.boarddocs.com/il/joliet86/Board.nsf/Public,Joliet Public Schools District 86,Joliet PSD 86,"420 N Raynor Ave. | Joliet, IL 60435-6097 | (815) 740-3196",joliet86.org,(815) 740-3196
1805580,https://go.boarddocs.com/in/lpcsc/Board.nsf/Public,La Porte Community School Corporation,LaPorte Community School Corp,"1000 Harrison Street | La Porte, Indiana 46350 | Ph: 219-362-7056 Fx: 219-324-9347",lpcsc.k12.in.us,(219) 362-7056
634230,https://go.boarddocs.com/ca/sbpsd/Board.nsf/Public,San Bruno Park School District,San Bruno Park Elementary,"500 Acacia Avenue, San Bruno, CA 94066 | (650) 624-3100",sbpsd.org,(650) 624-3101
4502310,https://go.boarddocs.com/sc/greenville/Board.nsf/Public,Greenville County Schools,Greenville 01,"301 E. Camperdown Way | Greenville, South Carolina 29601 | Phone: 864.355.3100",greenville.k12.sc.us,(864) 355-3100
5515480,https://go.boarddocs.com/wi/bgf/Board.nsf/Public,BIG FOOT UNION HIGH SCHOOL,Big Foot UHS School District,,bigfoot.k12.wi.us,(262) 275-2116
625690,https://go.boarddocs.com/ca/moorpark/Board.nsf/Public,Moorpark Unified School District,Moorpark Unified,"5297 Maureen Lane Moorpark, California 93021",mrpk.org,(805) 378-6300
3906212,https://go.boarddocs.com/oh/uvcc/Board.nsf/Public,Upper Valley Career Center,Upper Valley Career Center,"8811 Career Drive | Piqua, OH 45356 | 937-778-1980",uppervalleycc.org,(937) 778-1980
5103460,https://go.boarddocs.com/vsba/slmsdva/Board.nsf/Public,Salem City Schools,Salem City Public Schools,"510 S. College Ave. | Salem, VA 24153 | Phone: 540.389.0130",salem.k12.va.us,(540) 389-0130
1713920,https://go.boarddocs.com/il/trivalley3/Board.nsf/Public,Tri-Valley CUSD #3,Tri Valley CUSD 3,"410 E Washington Street, Downs, IL 61736 Phone: (309) 378-2351",tri-valley3.org,(309) 378-2351
3624150,https://go.boarddocs.com/ny/rcscsd/Board.nsf/Public,Ravena-Coeymans-Selkirk Central School District,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,"15 Mountain Road, Ravena, NY 12143 (518) 756-5200",rcscsd.org,(518) 756-5200
5504800,https://go.boarddocs.com/wi/foxbay/Board.nsf/Public,Fox Point-Bayside School District,Fox Point J2 School District,"7300 North Lombardy Road | Fox Point, WI 53217 | (414) 247-4167",foxbay.org,(414) 247-4167
3904648,https://go.boarddocs.com/oh/riverview/Board.nsf/Public,River View Local School District,River View Local,"26496 State Route 60 North | Warsaw, OH 43844 | 740-824-3521",river-view.k12.oh.us,(740) 824-3521
3900537,https://go.boarddocs.com/oh/mlsd/Board.nsf/Public,Manchester Local Schools,Manchester Local,"130 Wayne Frye Drive | Manchester, OH 45144 | p 937.549.4777 | f (937) 549-4744",mlsd.us,(937) 549-4777
2625290,https://go.boarddocs.com/mi/nwlo/Board.nsf/Public,New Lothrop Area Public Schools,New Lothrop Area Public Schools,,newlothrop.k12.mi.us,(810) 638-5091
5101650,https://go.boarddocs.com/va/gcpsva/Board.nsf/Public,Goochland County Public Schools,Goochland County Public Schools,"2938 River Road West, Building I, P.O. Box 169, Goochland, VA  23063 | 804.556.5630",goochlandschools.org,(804) 556-5630
4215830,https://go.boarddocs.com/pa/moonasd/Board.nsf/Public,Moon Area School District,Moon Area SD,"8353 University Boulevard | Moon Township, PA 15108 | (412) 264-9440",moonarea.net,(412) 264-9440
3616410,https://go.boarddocs.com/ny/lafayette/Board.nsf/Public,LaFayette Central School District,LAFAYETTE CENTRAL SCHOOL DISTRICT,"5955 US Rt 20 | LaFayette, NY 13084 | p (315) 677-9728 | f (315) 677-3372",lafayetteschools.org,(315) 677-9728
4218740,https://go.boarddocs.com/pa/pncr/Board.nsf/Public,PENNCREST School District,Penncrest SD,"18741 State Highway 198 Saegertown, PA 16433 | 814.337.1600",penncrest.org,(814) 337-1600
2801860,https://go.boarddocs.com/ms/hinds/Board.nsf/Public,Hinds County School District,HINDS CO SCHOOL DIST,"13192 Highway 18 West ~ Raymond, MS 39154 ~ p (601) 857-5222 ~ f (601) 857-4959",hinds.k12.ms.us,(601) 857-5222
4900120,https://go.boarddocs.com/ut/ccsdut/Board.nsf/Public,Cache County School District,Cache District,"84 East 2400 North | North Logan, UT 84341 | (435) 752-3925",ccsdut.org,(435) 752-3925
4203300,https://go.boarddocs.com/pa/blwd/Board.nsf/Public,Bellwood-Antis School District,Bellwood-Antis SD,"300 Martin Street, Bellwood, PA 16617",blwd.k12.pa.us,(814) 742-2271
1200210,https://go.boarddocs.com/fl/ccsdfl/Board.nsf/Public,Calhoun County School District,CALHOUN,"20859 Central Avenue E, RM-G20 | Blountstown, FL 32424-6202 | Phone: 850-674-5927 | Fax: 850-674-5814",calhounflschools.org,(850) 674-5927
3910007,https://go.boarddocs.com/oh/levsd/Board.nsf/Public,Leetonia Exempted Village School District,Leetonia Exempted Village School District,"450 Walnut St | Leetonia, OH 44431 | 330-427-2115",leetonia.k12.oh.us,(330) 427-6594
3626520,https://go.boarddocs.com/ny/schsd/Board.nsf/Public,Sewanhaka Central High School District,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,"Sewanhaka High School, Floral Park, NY 11001",sewanhakaschools.org,(516) 488-9800
5515870,https://go.boarddocs.com/wi/waupun/Board.nsf/Public,,Waupun School District,"Waupun Area School District, 950 Wilcox Street | Waupun, WI 53963 | (920) 324-9341",waupun.k12.wi.us,(920) 324-9341
5103780,https://go.boarddocs.com/vsba/sussex/Board.nsf/Public,Sussex County Public Schools,Sussex County Public Schools,"21302 Sussex Drive ● Stony Creek, Virginia 23882 ● p (434) 246-1099  ●  f (434) 246-8214",sussex.k12.va.us,(434) 246-1099
2623670,https://go.boarddocs.com/mi/misi/Board.nsf/Public,Mesick Consolidated Schools,Mesick Consolidated Schools,,mesick.org,(231) 885-1200
4223850,https://go.boarddocs.com/pa/tunk/Board.nsf/Public,Tunkhannock Area School District,Tunkhannock Area SD,"41 Philadelphia Ave  Tunkhannock, PA, 18657",tasd.net,(570) 836-3111
4217940,https://go.boarddocs.com/pa/norw/Board.nsf/Public,Norwin School District,Norwin SD,"281 McMahon Dr., North Huntingdon, PA 15642",norwinsd.org,(724) 861-3000
2700364,https://go.boarddocs.com/mn/eagr/Board.nsf/Public,Eagle Ridge Academy,EAGLE RIDGE ACADEMY CHARTER SCHOOL,"11111 Bren Road W | Minnetonka, MN 55343 | 952.746.7760 | f 952.746.7765",eagleridgeacademy.org,(952) 746-7760
2680990,https://go.boarddocs.com/mi/washisd/Board.nsf/Public,Washtenaw Intermediate School District,Washtenaw ISD,,washtenawisd.org,(734) 994-8100
4503390,https://go.boarddocs.com/sc/rsd2/Board.nsf/Public,Richland School District Two,Richland 02,"763 Fashion Drive |  Columbia, SC 29229   |  Ph: (803) 787-1910   |  fx: (803) 738-7393",richland2.org,(803) 787-1910
3680300,https://go.boarddocs.com/ny/e1b/Board.nsf/Public,Erie 1 BOCES,ERIE 1 BOCES,"355 Harlem Road | West Seneca, NY 14224  | (716) 821-7000",e1b.org,(716) 821-7001
3602820,https://go.boarddocs.com/ny/apws/Board.nsf/Public,Altmar-Parish-Williamstown Central School District,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,"639 County Route 22, P.O. Box 97 | Parish, NY 13131 | 315-625-5251",apwschools.org,(315) 625-5251
4219710,https://go.boarddocs.com/pa/pott/Board.nsf/Public,Pottsville Area School District,Pottsville Area SD,"1501 West Laurel Boulevard, Pottsville, PA 17901",pottsville.k12.pa.us,(570) 621-2900
3630540,https://go.boarddocs.com/ny/wbschools/Board.nsf/Public,West Babylon Union Free School District,WEST BABYLON UNION FREE SCHOOL DISTRICT,10 Farmingdale Rd. West Babylon NY 11704 | 631-376-7000,wbschools.org,(631) 376-7001
4901050,https://go.boarddocs.com/ut/tooelesd/Board.nsf/Public,Tooele County School District,Tooele District,"92 Lodestone Way | T​ooele, UT 84074​​ |​ 435-833-1900  | ​​Fax: 435-833-1912​​",tooeleschools.org,(435) 833-1900
2600113,https://go.boarddocs.com/mi/wmacademy/Board.nsf/Public,West Michigan Academy of Arts and Academics,West MI Academy of Arts and Academics,"17350 Hazel Street, Spring Lake, MI 49456 Phone: (616) 844-9961",westmichiganacademy.org,(616) 844-9961
3904833,https://go.boarddocs.com/oh/lowellville/Board.nsf/Public,Lowellville School District,Lowellville Local,"52 Rocket Place | Lowellville, OH 44436 | 330-536-8426",lowellville.k12.oh.us,(330) 536-6318
3404380,https://go.boarddocs.com/nj/eccrsd/Board.nsf/Public,Eastern Camden County Regional School District,Eastern Camden County Regional School District,"1202 Laurel Oak Road • Voorhees, NJ 08043 • 856.784.4441",eccrsd.us,(856) 346-6730
3680320,https://go.boarddocs.com/ny/e2ccb/Board.nsf/Public,Erie 2-Chautauqua-Cattaraugus BOCES,ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES,"8685 Erie Road | Angola, New York 14006 | (716) 549-4454",e2ccb.org,(716) 549-4454
2007620,https://go.boarddocs.com/ks/usd308/Board.nsf/Public,Hutchinson Public Schools USD 308,Hutchinson Public Schools,"1520 North Plum | Hutchinson, KS 67501 | (620) 615-4000",usd308.com,(620) 615-4000
3704410,https://go.boarddocs.com/nc/surrync/Board.nsf/Public,Surry County Schools,Surry County Schools,"PO Box 364, 209 N. Crutchfield Street Dobson, NC 27017 | 336-386-8211",surry.k12.nc.us,(336) 386-8211
5513680,https://go.boarddocs.com/wi/shebfall/Board.nsf/Public,School District of Sheboygan Falls,Sheboygan Falls School District,"220 Amherst Ave Sheboygan Falls, WI 53085",sheboyganfalls.k12.wi.us,(920) 467-7893
2914340,https://go.boarddocs.com/mo/hickmanmills/Board.nsf/Public,Hickman Mills C-1 School District,HICKMAN MILLS C-1,"5401 E. 103rd St. | Kansas City, MO 64137",hickmanmills.org,(816) 316-7001
2602670,https://go.boarddocs.com/mi/almon/Board.nsf/Public,Almont Community Schools,Almont Community Schools,,almontschools.org,(810) 798-8561
3904802,https://go.boarddocs.com/oh/nofo/Board.nsf/Public,North Fork Local Schools,North Fork Local,,northfork.k12.oh.us,(740) 892-3666
4216170,https://go.boarddocs.com/pa/mopl/Board.nsf/Public,Mount Pleasant Area School District,Mount Pleasant Area SD,"271 State Street | Mt. Pleasant, PA 15666 | 724.547.4100",mpasd.net,(724) 547-4100
4222980,https://go.boarddocs.com/pa/susc/Board.nsf/Public,Susquehanna Community School District,Susquehanna Community SD,,scschools.org,(570) 853-4921
5504740,https://go.boarddocs.com/wi/fasd/Board.nsf/Public,School District of Fort Atkinson Board of Education,Fort Atkinson School District,"201 Park Street, Fort Atkinson, WI 53538",fortschools.org,(920) 563-7800
2006090,https://go.boarddocs.com/ks/usd491/Board.nsf/Public,Eudora Schools Board of Education,Eudora,"1310 Winchester Rd. |  P.O. Box 500 | Eudora, KS 66025-0500 |  785-542-4910 | 785-542-4909 (fax)",eudoraschools.org,(785) 542-4910
1724940,https://go.boarddocs.com/il/mcusd19/Board.nsf/Public,Mascoutah Community Unit School District #19,Mascoutah CUD 19,"421 W. Harnett Mascoutah, IL 62258",msd19.org,(618) 566-7414
5503090,https://go.boarddocs.com/wi/cumberland/Board.nsf/Public,Cumberland School District,Cumberland School District,,cumberland.k12.wi.us,(715) 822-5124
3402850,https://go.boarddocs.com/nj/cgschools/Board.nsf/Public,Cedar Grove Public Schools,Cedar Grove Township School District,"520 Pompton Ave, Cedar Grove, NJ 07009",cgschools.org,(973) 239-1550
1730420,https://go.boarddocs.com/il/ccsd15/Board.nsf/Public,Community Consolidated School District 15,Palatine CCSD 15,"580 N. 1st Bank Drive Palatine, IL 60067-8110 | 847-963-3000",ccsd15.net,(847) 963-3000
2000365,https://go.boarddocs.com/ks/usd379/Board.nsf/Public,"Clay County Unified School District 379, Kansas",Twin Lakes Education Cooperative,"P. O. Box 97 / 807 Dexter St. | Clay Center, KS 67432 | P: 785.632.3176  Fax: 785.632.5020",usd379.org,(785) 632-3176
2004890,https://go.boarddocs.com/ks/usd379/Board.nsf/Public,"Clay County Unified School District 379, Kansas",Clay County,"P. O. Box 97 / 807 Dexter St. | Clay Center, KS 67432 | P: 785.632.3176  Fax: 785.632.5020",usd379.org,(785) 632-3176
3404290,https://go.boarddocs.com/nj/ersdnj/Board.nsf/Public,East Rutherford School District,East Rutherford School District,"250 Grove Street,  East Rutherford, NJ 07073",erboe.net,(201) 623-8150
4225740,https://go.boarddocs.com/pa/wper/Board.nsf/Public,West Perry School District,West Perry SD,,westperry.org,(717) 789-3934
5503840,https://go.boarddocs.com/wi/durasd/Board.nsf/Public,Durand-Arkansaw School District,Durand-Arkansaw School District,"604 7th Avenue East, PO Box 190, Durand, WI 54736",durand.k12.wi.us,(715) 672-8919
2625650,https://go.boarddocs.com/mi/najps/Board.nsf/Public,North Adams-Jerome Public Schools,North Adams-Jerome Public Schools,,najps.org,(517) 689-1701
3402100,https://go.boarddocs.com/nj/bbrook/Board.nsf/Public,Bound Brook School District,Bound Brook School District,"130 WEST MAPLE AVE, BOUND BROOK, NJ 08805 | (732) 356-2500",bbrook.org,(732) 356-2500
3603810,https://go.boarddocs.com/ny/bgcsd/Board.nsf/Public,Bainbridge-Guilford Central School District,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,"18 Juliand Street Bainbridge, NY 13733",bgcsd.org,(607) 967-6321
4202280,https://go.boarddocs.com/pa/alen/Board.nsf/Public,Allentown School District,Allentown City SD,"31 S. Penn Street | Allentown, PA 18105-0328 | 484-765-4000",allentownsd.org,(484) 765-4000
4289180,https://go.boarddocs.com/pa/iu08/Board.nsf/Public,Appalachia Intermediate Unit 8,Appalachia IU 8,,iu08.org,(814) 940-0223
2600281,https://go.boarddocs.com/mi/merrittacad/Board.nsf/Public,Merritt Academy,Merritt Academy,"59900 Havenridge, New Haven, MI 48048 Phone: (586) 749-6000",merritt-academy.org,(586) 749-6000
4206930,https://go.boarddocs.com/pa/coud/Board.nsf/Public,,Coudersport Area SD,,coudyschools.net,(814) 274-9480
5102460,https://go.boarddocs.com/vsba/mcpsweb/Board.nsf/Public,Mecklenburg County Public Schools,Mecklenburg County Public Schools,"175 Mayfield Drive | P.O. Box 190 | Boydton, Virginia 23917 | Ph: (434) 738-6111 | Fx: (434) 738-6679",mcpsweb.org,(434) 738-6111
3904607,https://go.boarddocs.com/oh/ripley/Board.nsf/Public,Ripley Union Lewis Huntington School District,Ripley-Union-Lewis-Huntington Local,"502 South Second Street, P.O. Box 85 | Ripley, OH 45167 | Phone (937) 392-4396 | Fax (937) 392-7003",rulh.us,(937) 392-4396
2011080,https://go.boarddocs.com/ks/usd267/Board.nsf/Public,Renwick USD 267 School District,Renwick,"600 W Rush |Andale, Kansas 67001 | 316.444.2165 | f 316.445.2241",usd267.com,(316) 444-2165
2680520,https://go.boarddocs.com/mi/ingham/Board.nsf/Public,Ingham ISD exists to lead and serve for the achievement and success of all learners.,Ingham ISD,"2630 W. Howell Road | Mason, MI 48854 | 517.676.1051",inghamisd.org,(517) 244-1289
4280270,https://go.boarddocs.com/pa/lcct/Board.nsf/Public,Lancaster County Career & Technology Center,Lancaster County Career and Technology Center,,lancasterctc.edu,(717) 464-7050
4280360,https://go.boarddocs.com/pa/wmctc/Board.nsf/Public,Western Montgomery Career and Technology Center,Western Montgomery Career and Technology Center,"77 Graterford Rd., Limerick, PA  19468",westerncenter.org,(610) 489-7272
3627060,https://go.boarddocs.com/ny/smith/Board.nsf/Public,Smithtown Central School District,SMITHTOWN CENTRAL SCHOOL DISTRICT,"26 New York Avenue | Smithtown, New York 11787 | 631.382.2000",smithtown.k12.ny.us,(631) 382-2006
3407080,https://go.boarddocs.com/nj/stratfordk12/Board.nsf/Public,Stratford School District,Hi Nella,"111 Warwick Road, Stratford, NJ 08084",stratford.k12.nj.us,(856) 784-2917
3415870,https://go.boarddocs.com/nj/stratfordk12/Board.nsf/Public,Stratford School District,Stratford School District,"111 Warwick Road, Stratford, NJ 08084",stratford.k12.nj.us,(856) 783-2555
3411850,https://go.boarddocs.com/nj/norwood/Board.nsf/Public,Norwood Public School District NJ,Norwood Public School District,"177 Summit Street, Norwood, NJ 07648 | 201-768-6363",wearenorwood.org,(201) 768-6363
3413410,https://go.boarddocs.com/nj/pps/Board.nsf/Public,Princeton Public Schools,Princeton Public School District,"25 Valley Road | Princeton, NJ 08540 | 609.806.4200",princetonk12.org,(609) 806-4200
4221660,https://go.boarddocs.com/pa/slippery/Board.nsf/Public,Slippery Rock Area School District,Slippery Rock Area SD,,slipperyrock.k12.pa.us,(724) 794-2960
3610200,https://go.boarddocs.com/ny/edgemont/Board.nsf/Public,Edgemont Union Free School District NY,EDGEMONT UNION FREE SCHOOL DISTRICT,"300 White Oak Lane Scarsdale, NY 10583 | 914.472.7768",edgemont.org,(914) 472-7768
2601016,https://go.boarddocs.com/mi/caniff/Board.nsf/Public,Caniff Liberty Academy,Caniff Liberty Academy,"Caniff Liberty Academy 2650 Caniff Street Hamtramck, MI 48212 | (313) 872-2000",canifflibertyacademy.com,(313) 872-2000
3904409,https://go.boarddocs.com/oh/greenville/Board.nsf/Public,Greenville City School District,Greenville City,"215 W. Fourth Street | Greenville, Ohio 45331 | (937) 548-3185 | (937) 548-6943",greenville.k12.oh.us,(937) 548-3185
3904576,https://go.boarddocs.com/oh/bathlocal/Board.nsf/Public,Bath Local Schools,Bath Local,"2650 Bible Road | Lima, OH 45801 | 419-221-0807",bathwildcats.org,(419) 221-0807
3904994,https://go.boarddocs.com/oh/sandyoh/Board.nsf/Public,Sandy Valley Local Schools,Sandy Valley Local,"5362 State Route 183 NE Magnolia, OH 44643 | 330-866-3339",sandyvalleylocal.org,(330) 866-3339
3904718,https://go.boarddocs.com/oh/chardon/Board.nsf/Public,Chardon Local Schools,Chardon Local,"428 North Street | Chardon, OH 44024 | (440) 285-4052",chardon.k12.oh.us,(440) 285-4052
1800240,https://go.boarddocs.com/in/sdearb/Board.nsf/Public,,South Dearborn Community Sch Corp,"South Dearborn Community School Corp. | 6109 Squire Place, Aurora, IN 47001 | Tel: 812-926-2090",sdcsc.k12.in.us,(812) 926-2090
3904841,https://go.boarddocs.com/oh/elgi/Board.nsf/Public,Elgin Local Schools,Elgin Local,,elginschools.org,(740) 382-1101
5605830,https://go.boarddocs.com/wy/teton1/Board.nsf/Public,Teton County School District #1,Teton County School District #1,"1235 Gregory Lane / PO Box 568 / Jackson, WY  83001 / ph: 307-733-2790 / fax: 307-733-6443",tcsd.org,(307) 733-2704
2600217,https://go.boarddocs.com/mi/oia/Board.nsf/Public,Oakland International Academy,Oakland International Academy,"8228 Conant Street Detroit, MI 48211 | (313) 925-1000",oiacademy.net,(248) 327-7673
3620700,https://go.boarddocs.com/ny/necsd/Board.nsf/Public,Newburgh Enlarged City School District,NEWBURGH CITY SCHOOL DISTRICT,"124 Grand Street | Newburgh, NY 12550 |",newburghschools.org,(845) 563-3510
1000180,https://go.boarddocs.com/de/crk12/Board.nsf/Public,Caesar Rodney School District,Caesar Rodney School District,"7 Front St.  Wyoming, DE 19934",crk12.org,(302) 698-4800
3904725,https://go.boarddocs.com/oh/ceda/Board.nsf/Public,Cedar Cliff Local Schools,Cedar Cliff Local,,cedarcliffschools.net,(937) 766-6000
5515390,https://go.boarddocs.com/wi/sdwab/Board.nsf/Public,,Wabeno Area School District,,wabeno.k12.wi.us,(715) 473-2592
5505520,https://go.boarddocs.com/wi/glenwood/Board.nsf/Public,Glenwood City School District,Glenwood City School District,"850 Maple Street | Glenwood City, WI 54013 • (715) 265-4757 • fax (715) 265-4214",gcsd.k12.wi.us,(715) 265-4757
2615970,https://go.boarddocs.com/mi/glads/Board.nsf/Public,Gladstone Area Schools,Gladstone Area Schools,,gladstoneschools.com,(906) 428-2417
3904590,https://go.boarddocs.com/oh/alexanderlocal/Board.nsf/Public,Alexander Local Schools,Alexander Local,"6091 Ayers Road | Albany, OH 45710 | 740-698-8831",alexanderschools.org,(740) 698-8831
3904479,https://go.boarddocs.com/oh/selcs/Board.nsf/Public,South Euclid Lyndhurst Schools,South Euclid-Lyndhurst City,"5044 Mayfield Rd. | Lyndhurst, OH 44124 | 216-691-2000",sel.k12.oh.us,(216) 691-2000
5507020,https://go.boarddocs.com/wi/janesville/Board.nsf/Public,School District of Janesville,Janesville School District,"527 S. Franklin St. | Janesville, WI 53548 | 608-743-5000 | f 608.743.7491",janesville.k12.wi.us,(608) 743-5000
4202310,https://go.boarddocs.com/pa/alcl/Board.nsf/Public,Allegheny-Clarion Valley School District,Allegheny-Clarion Valley SD,,acvsd.org,(724) 659-5820
3625350,https://go.boarddocs.com/ny/sachem/Board.nsf/Public,Sachem Central School District,SACHEM CENTRAL SCHOOL DISTRICT,"51 School Street Lake Ronkonkoma, New York 11779-2299 | (631) 471-1300",sachem.edu,(631) 471-1336
