,title_1,address,school_district,action,index
901,Kenmare Public Schools,"PO Box 667, Kenmare, ND 58746",,school_district,1984
902,,"540 Reno Street, Rochester, PA 15074",,school_district,1985
903,Northwood Local Schools,600 Lemoyne Rd | Northwood OH | P: (419) 691-3888 | F: (419) 697-2470,,school_district,1987
904,"Lehigh County, Pennsylvania","17 South Seventh Street | Allentown, PA. 18101-2400 | p 610-782-3050 | f 610-871-2886",,school_district,1989
905,Halifax County Public Schools,"1030 Mary Bethune Street, Suite 100, P.O.Box 1849 Halifax, VA 24558",,school_district,1991
906,Charles County Public Schools,"PO Box 2770 5980 Radio Station Road | La Plata, MD 20646 | Phone: 301-932-6610",,school_district,1993
907,Wynford Local Schools,"3288 Holmes Center Rd. | Bucyrus, OH 44820 | 419-562-7828",,school_district,1994
908,Home of the Avella Eagles,"1000 Avella Road, Avella, PA  15312",,school_district,1996
909,Chippewa Valley Schools,,,school_district,1997
910,Denver Public Schools,"1860 Lincoln Street | Denver, CO 80203 | 720-423-3210",,school_district,1998
911,El Camino Community College District,"16007 Crenshaw Blvd. | Torrance, CA 90506 | (310) 660-3111",,school_district,2001
912,Northside ISD,"5900 Evers Road, San Antonio TX 78238 | 210-397-8500",,school_district,2004
913,Norfolk Public Schools,"800 E. City Hall Avenue, Norfolk, VA 23510 | 757.628.3994",,school_district,2006
914,Hampton Bays Public Schools,"86 East Argonne Rd. | Hampton Bays, NY 11946 | (631) 723-2100",,school_district,2007
915,East Noble School Corporation,,,school_district,2012
916,Fostering Leadership Academy,"26645 W. Six Mile Road, Redford, MI 48240",,school_district,2014
917,Bronson Community Schools,,,school_district,2020
918,Munising Public Schools,,,school_district,2022
919,Randolph Township Schools,"25 School House Road, Randolph, NJ 07869 | (973) 361-0808",,school_district,2025
920,Washington Local Schools,"3505 West Lincolnshire Blvd., Toledo, OH 43606",,school_district,2026
921,Gallup-Mckinley County Schools,"640 Boardman, Gallup, NM 87301 | (505) 721-1000",,school_district,2027
922,Desert Trails Preparatory Academy,"14350 Bellflower Street, Adelanto, CA 92301 | 760-530-7680",,school_district,2029
923,Lyndon USD 421,"421 East 6th Street | Lyndon, KS 66451 | 785.828.4413 | f 785.828.3686",,school_district,2032
924,School of the Osage,"1501 School Road| Lake Ozark, MO  65049 | (573) 365-4091",,school_district,2033
925,Upper Bucks County Technical School,"3115 Ridge Road, Perkasie, PA 18944",,school_district,2035
926,Old Redford Academy,"17195 Redford St | Detroit, MI 48219 | 313-880-1806",,school_district,2038
927,Dublin City Schools,"5175 Emerald Parkway Dublin, Ohio 43017 | p (614) 764-5913 | f (614) 761-5856",,school_district,2039
928,Kent City Community Schools,"200 N Clover St, Kent City MI 49330",,school_district,2041
929,Plainfield Community School Corporation,"985 S. Longfellow Ln. Plainfield, IN 46168 | 317-839-2578",,school_district,2042
930,Oklahoma City Public Schools,,,school_district,2047
931,Mahoning County Career and Technical Center,"7300 N Palmyra Road | Canfield, OH 44406 | 330-729-4000",,school_district,2048
932,Topeka Public Schools,"624 SW 24th Street  |  Topeka, KS 66611-1294  |  Ph: 785-295-3000",,school_district,2050
933,Bloomfield-Mespo Local Schools,,,school_district,2051
934,City of Tallahassee,"300 South Adams Street | Tallahassee, FL 32301 | 850-891-8181",,school_district,2058
935,North Miami Community Schools,"394 E 900 N, Denver, IN 46926 | 765-985-3891",,school_district,2059
936,Falls Church City Public Schools,,,school_district,2060
937,New Prague Area Schools,"410 Central Ave N | New Prague, MN 56071 | 952-758-1700",,school_district,2061
938,Town of Scarborough,"259 U.S. Route 1 | PO Box 360 | Scarborough, ME 04070 | Phone: (207) 730-4000",,school_district,2063
939,Sandusky City Schools,"407 Decatur Street | Sandusky, Oh 44870 | 419-626-6940",,school_district,2065
940,Four Corners Montessori Academy,"1075 East Gardenia, Madison Heights, MI 48071 Phone: (248) 542-7001",,school_district,2069
941,School Administrative Unit 21,"2 Alumni Drive, Hampton, NH 03842 | (603) 926-8992",,school_district,2072
942,East Jordan Public Schools,,,school_district,2074
943,Winton Woods City Schools,,,school_district,2076
944,Salem Community Schools,,,school_district,2080
945,Waverly Community Schools,,,school_district,2082
946,Tech Valley High School,246 Tricentennial Drive Albany NY 12203,,school_district,2083
947,Allen Park Public Schools,,,school_district,2086
948,School Town of Munster,"8616 Columbia Ave Munster, IN 46321 | 219.836.9111",,school_district,2095
949,Wilson County Schools,"415 Harding Drive, Lebanon, TN 37087 | 615-444-3282",,school_district,2097
950,Northampton County Schools,"701 N. Church Street | Jackson, NC 27845 | Ph: 252-534-1371 | Fx: 252-534-4631",,school_district,2099
951,Shasta-Tehama-Trinity Joint Community College District,"11555 Old Oregon Trail  P.O. Box 496006 Redding, CA 96049-6006  (530) 242-7510",,school_district,2100
952,Newport News Public Schools,"12465 Warwick Boulevard   •  Newport News, VA 23606  •  Phone: (757) 591-4500",,school_district,2101
953,Lawton Community Schools,,,school_district,2106
954,Brunswick School Department,"46 Federal Street Brunswick, Maine ME 04011 | 207-319-1900",,school_district,2107
955,MAPLEWOOD CAREER CENTER,,,school_district,2108
956,Franklin County School System,"215 South College Street | Winchester, TN 37398 | 931-967-0626",,school_district,2110
957,Lynchburg City Schools,"915 Court Street Lynchburg, VA 24504 | (434) 515-5000",,school_district,2113
958,Charlotte County Public Schools,"Post Office Box 790, Charlotte Court House, VA 23923 | (434) 542-5151",,school_district,2115
959,East Cleveland City Schools,"1843 Stanwood Road  East Cleveland, OH 44112",,school_district,2118
960,Hertford County Public Schools,"701 N. Martin Street  |  P.O. Box 158 Winton, NC 27986  |  Phone: 252-358-1761  |  Fax: 252-358-4745",,school_district,2125
961,Southwest Local Schools,"10800 Campbell Road | Harrison, OH 45030 | 513-367-4139",,school_district,2126
962,DeTour Area Schools,,,school_district,2127
963,Arlington Public Schools,315 N. French Avenue | Arlington  WA 98223 | 360.618.6200 | f 360.618.6221,,school_district,2129
964,Acadia Parish Schools,"2402 North Parkerson Avenue • PO Drawer 309 (70527-0309)|  Crowley, LA 70526 | 337-783-3664 | f 337-783-3761",,school_district,2130
965,The Pennsylvania Cyber Charter School,"652 Midland Avenue | Midland, PA 15059 | 1-888-PA CYBER (722-9237)",,school_district,2132
966,ISANA Academies,"3580 Wilshire Blvd. Suite 1130 Los Angeles, CA 90010 | 323.291.1211",,school_district,2133
967,Eaton Academy,"21450 Universal Ave., Eastpointe, MI 48021 Phone (586) 777-1519",,school_district,2136
968,Confluence Charter Schools,"611 North Tenth Street, Suite 525 | St. Louis, MO 63101 | 314-588-8554 | f 314-588-1343",,school_district,2137
969,Town of West Hartford,"50 South Main Street, West Hartford, CT 06107 | 860-561-7500",,school_district,2139
970,WAY Michigan,"407 East Fort Street, Suite 201, Detroit, MI 48226 Phone: 313-638-2716",,school_district,2143
971,School City of Mishawaka,"1402 S. Main Street, Mishawaka, IN 46544 / 574-254-4500",,school_district,2145
972,600 East Second Street,,Whitefish School District,school_district,2147
973,Board of Education Policy Information,,Sheboygan Area School District,school_district,2148
974,Northeast Wyoming BOCES,"410 N Miller Avenue Gillette, WY 82716",,school_district,2149
975,Polaris Career Center,"7285 Old Oak Blvd., | Middleburg Heights, OH |  440-891-7600",,school_district,2150
976,Plymouth-Canton Community Schools,,,school_district,2154
977,Inspiring students to discover and achieve their best.,,,drop,2156
978,Muckleshoot Tribal School,"15209 SE 376th Street Auburn, WA 98092 | 253-931-6709",,school_district,2164
979,Scioto County Career Technical Center,"951 Vern Riffe Drive | Lucasville, OH 45648 | 740-259-5522",,school_district,2166
980,USD #252 Southern Lyon County,"100 Commercial St. Suite A | Hartford, KS 66854 | Tel: (620) 392-5519 | Fx: 620-392-5841",,school_district,2169
981,Bath Community Schools,,,school_district,2170
982,Detroit Achievement Academy,"7000 W Outer Drive | Detroit, MI 48235 | 313-468-9518",,school_district,2171
983,Benton-Carroll-Salem Local Schools,"11685 W. State Route 163 | Oak Harbor, OH 43449 | 419-898-6210",,school_district,2172
984,Intermediate Unit 1,"One Intermediate Unit Drive, Coal Center, PA 15423 | 724-938-3241",,school_district,2174
985,Westmoreland County Public Schools,"141 Opal Lane | Montross, VA 22520          Phone: 804-493-8018",,school_district,2175
986,Carroll County Public Schools,"605-9 Pine Street | Hillsville, VA 24343 | (276) 730-3200 or (276) 236-8145 | f (276) 730-3210",,school_district,2177
987,Delta-Schoolcraft ISD,,,school_district,2178
988,St. Mary's County Public Schools,,,school_district,2180
989,South Lake Schools,,,school_district,2184
990,Waynesboro Public Schools,"301 Pine Ave., Waynesboro, Virginia 22980",,school_district,2187
991,Liberty Local Schools,,,school_district,2188
992,Cincinnati Public Schools,2651 Burnet Avenue | Cincinnati OH 45219 | p (513) 363-0000 | tdd (513) 363-0124,,school_district,2189
993,Policy System,,Meyersdale Area School District,school_district,2190
994,http://www.tigertown.com,"Ironton City School District | 105 S. Fifth Street | Ironton, OH 45638 | Tel: (740) 532-4133 | Fax: (740) 532-2314",,school_district,2195
995,Eastland-Fairfield Career & Technical Schools,"4300 Amalgamated Place Groveport, Ohio 43125 phone (614) 836-4530 fax; (380) 280-2249",,school_district,2199
996,Volusia County Schools,"200 North Clara Ave | DeLand, FL 32720 | Ph: 386.734.7190 Fx: 386.734.2842",,school_district,2200
997,Batavia Schools - Dedicated to Excellence!,"4 Bulldog Place | Batavia, Ohio 45103 | 513-732-2343",,school_district,2202
998,Muskingum Valley Educational Service Center,,,school_district,2204
999,,"155 Bardin Road, Salinas, CA 93905 | 831-753-5700",Alisal Union School District,school_district,2206
1000,Marysville Public Schools USD #364,"211 South 10th, Marysville, KS 66508 | 785-562-5308 x1",,school_district,2208
1001,Palo Verde Community College District,"One College Dr.  | Blythe, CA  92225 | (760) 921-5500",,school_district,2209
1002,Northwest Suburban Special Education Organization,"799 W. Kensington Rd., Mount Prospect, IL 60056 | 847-463-8100",,school_district,2212
1003,DINWIDDIE COUNTY SCHOOL BOARD,,,school_district,2216
1004,Caseville Public School,,,school_district,2219
1005,Governing Board of Education,,,drop,2222
1006,New Riegel Local Schools,,,school_district,2223
1007,Oak Harbor Public Schools,350 S. Oak Harbor St. | Oak Harbor WA 98277 | Phone: 360.279.5000,,school_district,2224
1008,Preston County Schools,"731 Preston Drive  Kingwood, WV 26537  | (304) 329-0580",,school_district,2226
1009,Home of the Blue Jays,"1340 William Penn Avenue | Johnstown, PA 15906 | Phone (814) 535-5005",,school_district,2227
1010,Central Islip Public Schools,"50 Wheeler Road Central Islip, N.Y. 11722 631-348-5000",,school_district,2228
1011,Siskiyou Joint Community College District,,,school_district,2229
1012,Manalapan-Englishtown Regional Schools,"54 Main Street | Englishtown, NJ 07726 | 732.786.2500 | f 732.786.2541",,school_district,2230
1013,"Meade County, South Dakota","1300 Sherman Street Ste 222 | Sturgis, SD  57785",,school_district,2231
1014,Ashtabula County Technical & Career Center,,,school_district,2236
1015,A Tradition of Excellence & Opportunity,,Ashwaubenon School District,school_district,2237
1016,Middlebury Community Schools,,,school_district,2239
1017,Madison-Grant United School Corporation,"11580 S. E. 00 W. | Fairmount, IN 46928 PH: (765) 536.0008 | Fax: (765) 948.4150",,school_district,2241
1018,"City of College Place, Washington","625 S. College Ave. | College Place, WA 99324 |  (509) 529-1200",,school_district,2244
1019,Alexander County Schools,"700 Liledoun Road | Taylorsville, NC 28681 | 828.632.7001 | f 828.632.8862",,school_district,2246
1020,Central Susquehanna Intermediate Unit,90 Lawton Lane | Milton PA 17847 | 570-523-1155,,school_district,2247
1021,Morgan Local Schools,"65 W. Union Ave., P.O. Box 509 | McConnelsville, OH 43756 | 740-962-2782",,school_district,2250
1022,Woodland Park Academy,"2083 Grand Blanc Rd, Grand Blanc, MI 48439 Phone: (810) 695-4710",,school_district,2252
1023,University of Alaska,,,school_district,2254
1024,Appomattox County Public Schools,"P. O. Box 548; 316 Court Street; Appomattox, Virginia 24522",,school_district,2255
1025,Success Virtual Learning Centers of Michigan,"7188 Avenue B, Vestaburg, MI 48891 Phone: (616) 794-6329",,school_district,2259
1026,Nyack Public Schools,"13A Dickinson Avenue  |  Nyack, NY 10960  |  Ph: 845-353-7000  |  Fx: 845-353-7019",,school_district,2261
1027,"Village of Wheeling, Illinois","2 Community Boulevard | Wheeling, IL 60090 |  (847) 459-2600 | f (847) 459-9692",,drop,2264
1028,4904 Route 982,,,drop,2270
1029,Pasco County Schools,"7227 Land O' Lakes Blvd.| Land O' Lakes, FL 34638 | (813) 794-2000",,school_district,2272
1030,Salt River Pima-Maricopa Community Schools,"4836 North Center Street | Scottsdale, AZ 85256 | P (480) 362-2500  |  F (480) 362-2501",,school_district,2274
1031,Mid-East Career and Technology Centers,"400 Richards Road | Zanesville, OH 43701 | 740-454-0105",,school_district,2277
1032,Green Local Schools,,,school_district,2279
1033,City of Muskegon Public Schools,,,school_district,2284
1034,Dixon Montessori Charter School,"Phone 707-678-8953 | Fax 707-676-5215| 355 North Almond Street, Dixon CA 95620",,school_district,2285
1035,Boone County Illinois,"1212 Logan Ave.  |   Suite 102  |  Belvidere, IL 61008  |   Ph:  815-547-4770   |  Fx:  815-547-3579",,school_district,2286
1036,Sacramento County Office of Education,"Mailing Address: PO Box 269003, Sacramento, CA 95826-9003 | (916) 228-2500",,school_district,2292
1037,Putnam|Northern Westchester BOCES,"200 BOCES Drive | Yorktown Heights, NY 10598-4399 | 914-245-2700",,school_district,2294
1038,Ludington Area Schools,,,school_district,2296
1039,Vandercook Lake Public Schools,,,school_district,2299
1040,Louisa County Public Schools,,,school_district,2301
1041,Chagrin Falls Exempted Village Schools,"400 East Washington Street | Chagrin Falls, OH 44022 | 440-247-5500",,school_district,2302
1042,Clarkston Community Schools,,,school_district,2306
1043,Whitehall City Schools,"625 S. Yearling Rd. | Whitehall, Ohio 43213 | 614.417.5000",,school_district,2309
1044,Michigan International Prep School,"7034 E Court St, Davison, MI 48423 Phone (248) 289-5521",,school_district,2310
1045,Einstein Charter Schools,"4801 Maid Marion, New Orleans, LA 70128 | 504-503-0109",,school_district,2315
1046,San Joaquin Delta College,"5151 Pacific Ave | Stockton, California 95207 | (209) 954-5151",,school_district,2317
1047,Assumption Parish Schools,"4901 Highway 308 | Napoleonville, Louisiana 70390 | Ph: 985.369.7251 Fx: 985.369.2530",,school_district,2319
1048,"Coahoma County, Mississippi","115 First Street | Clarksdale, MS  38614 | (662) 624-3028",,school_district,2320
1049,Western School Corporation,,,school_district,2325
1050,Voyageur Academy,"4321 Military Street, Detroit MI 48210",,school_district,2328
1051,Southeast Local Schools,"8245 Tallmadge Road | Ravenna, OH 44266 | 330-654-5841",,school_district,2329
1052,Independence Local Schools,"7373 Stone Road, Independence, OH 44131 - 216-642-5850",,school_district,2333
1053,Lake County Tech Campus,"19525 West Washington Street | Grayslake, Illinois  60030 | p 847-223-6681 | f 847-223-7363",,school_district,2334
1054,21st Century Cyber Charter School,"1245 Wrights Lane | West Chester, PA  19380 | Ph: 484-875-5400 | Fx: 484-875-5404",,school_district,2335
1055,Faxon Academy,"26275 Northwestern Hwy | Southfield, MI 48076 | 248-301-990",,school_district,2336
1056,Davison Community Schools,,,school_district,2338
1057,78 Greenwood Rd #600,,Fishers Island Union Free School District,school_district,2339
1058,Tipton Community School Corporation,,,school_district,2341
1059,Policies and Administrative Guidelines for the Williamsburg Schools,,Williamsburg Local School District,school_district,2342
1060,Bellefontaine City Schools,,,school_district,2346
1061,Fostoria City Schools,,,school_district,2347
1062,Lincoln Charter School,,,school_district,2348
1063,San Diego Virtual School,,,school_district,2350
1064,West Michigan Aviation Academy,"5363 44th Street SE, Grand Rapids, MI 49512 Phone: (616) 446-8886",,school_district,2351
1065,Clifton Public Schools,"745 CLIFTON AVENUE, CLIFTON, NEW JERSEY 07013",,school_district,2354
1066,The board policy of Northport Public School,,,drop,2355
1067,* HOME * SCHOOL * COMMUNITY,"PO Box 288 Natrona Heights, PA 15065 ~ Phone (724) 226-2400",,drop,2356
1068,Greenon Local Schools,"120 South Xenia Drive, Enon, Ohio 45323",,school_district,2357
1069,Hillsborough Township Public Schools,"379 South Branch Road | Hillsborough, NJ 08844 | (908) 431-6600",,school_district,2361
1070,Schoolcraft Community Schools,,,school_district,2363
1071,Amherst County Public Schools,"153 Washington Street, P. O. Box 1257 | Amherst, VA 24521 | Phone: 434-946-9386",,school_district,2365
1072,Abilene USD 435,"P.O. Box 639, 213 N Broadway | Abilene, KS 67410 | Ph: 785-263-2630 | Fx: 785-263-7610",,school_district,2368
1073,Engadine Consolidated Schools,,,school_district,2370
1074,Tri-Creek School Corporation,"2055 East Commercial Avenue, Lowell, IN 46356 | 219-696-6661",,school_district,2372
1075,Loogootee Community School Corporation,201 Brooks Avenue Loogootee IN 47553,,school_district,2374
1076,NOVA Academy Early College High School,"500 W Santa Ana Blvd, Santa Ana, CA 92701 (714) 569-0948    |    52780 Frederick Street, Coachella, CA 92236 (760) 398-9806",,school_district,2375
1077,City of Tenino Washington,"PO Box 4019 | Tenino, Washington 98589 | o (360) 264.2368 • f (360) 264.5772",,school_district,2377
1078,Lafourche Parish Public Schools,"805 E 7th Street, Thibodaux, LA 70301 | p (985) 446-5631 | f (985) 446-0801",,school_district,2381
1079,Whitefish Township Community Schools,,,school_district,2383
1080,Westfield Washington Schools,"19500 Tomlinson Road, Suite B, Westfield, IN 46074 | (317) 867-8000",,school_district,2389
1081,Flint Cultural Center Academy,"1200 Robert T. Longway Blvd., Flint, MI 48503 Phone: (810) 339-8750",,school_district,2392
1082,Eastern Howard School Corporation,"221 W Main Suite One Greentown, IN 46936-1118 | (765) 628-3391",,school_district,2393
1083,Jefferson City Public Schools,,,school_district,2395
1084,Southern Hills Career & Technical Center,"9193 Hamer Rd. Georgetown, OH 45121",,school_district,2406
1085,Celina City Schools,,,school_district,2410
1086,East Porter County School Corporation,"502 E College Ave | Kouts, IN 46347 | (219) 766-2214 | f (219) 766-2885",,school_district,2413
1087,Grossmont-Cuyamaca Community College District,"8800 Grossmont College Drive | El Cajon, CA 92020 | 619-644-7569",,school_district,2415
1088,"City of Burlington, Vermont","149 Church Street |Burlington, VT 05401 | p (802)865-7000 | f (802)865-7014",,school_district,2416
1089,Board Policies and Administrative Guidelines and Forms,,Pinconning Area School District,school_district,2417
1090,Surry County Public Schools,"45 School Street | Surry, VA 23883 | 757.294.5229 | f 757.294.5263",,school_district,2419
1091,Harnett County Schools,"601 South Main Street, Lillington, NC 27546 (910) 893-8151",,school_district,2423
1092,New Horizons Regional Education Centers,"520 Butler Farm Road Hampton, VA 23666",,school_district,2424
1093,Mount Clemens Community Schools,,,school_district,2432
1094,Floral Park-Bellerose UFSD Schools,"One Poppy Place, Floral Park, NY 11001 | 516-434-2725",,school_district,2435
1095,Medina City Schools,"739 Weymouth Road | Medina, OH 44256 | 330-725-8831",,school_district,2436
1096,Northwestern Local Schools,"7571 North Elyria Road | West Salem, OH 44287 | 419-846-3151",,school_district,2441
1097,Lake County Office of Education,"1152 S. Main Street Lakeport, CA 95453 | (707) 262-4100",,school_district,2442
1098,Home Page,,Hilton Central School District,school_district,2443
1099,Bunker Hill Community College,"250 New Rutherford Avenue Boston, Massachusetts 02129 | 617-228-2000",,school_district,2444
1100,Highpoint Virtual Academy of Michigan,"210 E. Mesick Ave. | Mesick, MI 49668 | 855-337-8243",,school_district,2445
1101,Cabrillo Community College District,6500 Soquel Drive | Aptos CA 95003 | 831.479.6100,,school_district,2448
1102,Shoreham-Wading River Central,"250B ROUTE 25A SHOREHAM, NY 11786 | (631) 821-8100",,school_district,2449
1103,eGovernance,,,drop,2457
1104,Clare Public Schools,,,school_district,2462
1105,Beachwood City Schools,"24601 Fairmount Blvd. | Beachwood, OH 44122 | 216.464.2600",,school_district,2466
1106,Scotch Plains-Fanwood Board of Education,"512 Cedar Street, Scotch Plains, NJ 07076",,school_district,2467
1107,Middle Bucks Institute of Technology,"2740 York Road, Jamison, PA 18929 | 215-343-2480",,school_district,2468
1108,Grandville Public Schools,,,school_district,2469
1109,Tri-Cities ROP,"10800 Ben Avon Street, Unit E | Whittier, CA 90606 | p 562-698-9571 | f 562-945-0687",,school_district,2471
1110,South Orange County Community College District,"28000 Marguerite Parkway, Mission Viejo, CA 92692 | 949.582.4850",,school_district,2473
1111,School Board of Stafford County,"31 Stafford Avenue . Stafford, VA 22554  // Tel: 540.658.6000",,school_district,2474
1112,SUN Area Technical Institute,"815 Market St. New Berlin, PA 17855",,school_district,2475
1113,Garfield Heights City Schools,"5640 Briarcliff Drive | Garfield Heights, OH 44125 | 216-475-8100",,school_district,2476
1114,Gloucester County Public Schools,"6099 T.C. Walker Road | Gloucester, VA 23061 | 804-693-5300",,school_district,2477
1115,Hawking STEAM Charter Schools,,,drop,2478
1116,Monroe #1 BOCES,"41 O'Connor Road Fairport, NY 14450 | (585) 377-4660",,school_district,2479
1117,New Branches Charter Academy,"3662 Poinsettia Ave SE, Grand Rapids MI 49508 Phone: 616-243-6221",,school_district,2480
1118,Spencer-Owen Community Schools,,,school_district,2482
1119,Leland Public School,,,school_district,2487
1120,Monroe County Community School Corporation,"315 E North Drive . Bloomington, IN 47401 . (812) 330-7700",,school_district,2491
1121,Federal Way Public Schools #210,"33330 8th Avenue South | Federal Way, WA, 98003 | 253-945-2000",,school_district,2492
1122,Gilbert Public Schools,"140 South Gilbert Road Gilbert, Arizona 85296 Phone: 480-497-3397 Fax: 480-497-3398",,school_district,2494
1123,DeKalb CUSD 428,"901 S. 4th St.| DeKalb, IL. 60115 | Ph: (815) 754-2350 | En Espanol: (815) 754-2102 | Fx: (815) 758-6933",,school_district,2499
1124,Pelham Public Schools,"The Sanborn Map Building, 629 Fifth Avenue| Pelham, New York 10803 | (914) 738-3434",,school_district,2501
1125,Moore Public Schools,"1500 SE 4th  |  Moore, OK 73160 | 405-735-4200",,school_district,2503
1126,SAU41 Hollis Brookline,"4 Lund Lane Hollis, NH 03049",,school_district,2504
1127,Alcona Community Schools,,,school_district,2506
1128,Central Westmoreland Career and Technology Center,"240 Arona Road, New Stanton, PA 15672",,school_district,2509
1129,Academy for Business & Technology,"19625 Wood Street | Melvindale, MI 48122 | 313-382-3422",,school_district,2512
1130,Pittsylvania County Schools,"P.O. Box 232 • 39 Bank Street, SE | Chatham, Virginia 24531 | (434) 432-2761, 793-1624, 630-1817, FAX - 432-9560",,school_district,2513
1131,South Suburban Park and Recreation District,"SSPRD Administration: 4810 E. County Line Rd. | Littleton, CO 80126 | Main tel. 303.798.5131",,school_district,2514
1132,Buena Vista City Public Schools,"2329 Chestnut Avenue, Buena Vista, VA 24416",,school_district,2515
1133,Onsted Community Schools,,,school_district,2516
1134,North Branch Area Schools,,,school_district,2519
1135,Public Schools of Calumet-Laurium-Keweenaw,,,school_district,2522
1136,Somerset County Technology Center,,,school_district,2523
1137,Memphis-Shelby County Schools,"160 S. Hollywood St. • Memphis, TN • 38112 • (901) 416-5447",,school_district,2527
1138,Litchfield Community Schools,,,school_district,2528
1139,Ohio Valley ESC,,,school_district,2529
1140,Glendale Community College District,"1500 North Verdugo Road Glendale, California 91208 | 818-240-1000",,school_district,2534
1141,Xenia Community Schools,"819 Colorado Drive Xenia, OH 45385 | 937.376.2961",,school_district,2536
1142,Atchison Public Schools,"626 Commercial Street | Atchison, KS, 66002 | p 913-367-4384 | f 913-367-2246",,school_district,2539
1143,District Policies and Administrative Guidelines,,Lapeer County Intermediate School District,school_district,2540
1144,Parma City Schools,"6800 Commonwealth Blvd, Parma Heights, OH 44130 | Phone 440-842-5300 | Fax 440-885-8304",,school_district,2542
1145,Delaware County Intermediate Unit 25,,,school_district,2543
1146,Stark County Educational Service Center,"6057 Strip Ave NW | North Canton, OH 44720 | 330-492-8136",,school_district,2545
1147,"Rock County, Minnesota","204 East Brown Street, Luverne, MN 56156",,school_district,2548
1148,Onslow County Schools,"200 Broadhurst Road | Jacksonville, NC 28540 | 910-455-2211",,school_district,2549
1149,Mount Laurel Schools,"330 Mount Laurel Road | Mount Laurel, NJ 08054 | 856.235.3387",,school_district,2551
1150,Scotland County Schools,"322 South Main Street • Laurinburg, NC 28352 • Ph: 910.276.1138 Fx: 910.277.4310",,school_district,2557
1151,Greater Altoona Career and Technology Center,"1500 Fourth Avenue, Altoona PA 16602",,school_district,2561
1152,Ivywood Classical Academy,"14356 Genoa Ct., Plymouth, MI 48170 Phone: (248) 207-1757",,school_district,2569
1153,CCSD 146,,Community Consolidated School District #146,school_district,2570
1154,Seymour Community School Corporation,,,school_district,2571
1155,Leon County Public Schools,"2757 West Pensacola Street, Tallahassee, Florida 32304 - Phone (850) 487-7100",,school_district,2575
1156,Saline Area Schools,,,school_district,2579
1157,Essexville-Hampton Public Schools,,,school_district,2582
1158,Adena Local Schools,,,school_district,2583
1159,LCCTC,,,drop,2589
1160,Michigan Collegiate,"16911 Eastland St., Roseville, MI 48066 Phone: (586) 779-8055",,school_district,2591
1161,Orange-Ulster BOCES,"53 Gibson Road | Goshen, NY 10924 | (845) 291-0100",,school_district,2595
1162,Butler County Educational Service Center,"400 N. Erie Blvd | Hamilton, OH 45011 | 513.887.3710",,school_district,2599
1163,Barry ISD,,,school_district,2601
1164,Frontier International Academy,"13200 Conant St., Detroit, MI 48212 Phone: 313-462-6300",,school_district,2606
1165,Powhatan County Public Schools,"4290 Anderson Highway| Powhatan, Virginia 23139 | 804.598.5700 | Fax 804.598.5720",,school_district,2609
1166,Lassen Community College,"478-200 Hwy 139 | Susanville, CA 96130 | Ph: 530-257-6181 Fx: 530-257-8964",,drop,2612
1167,Fluvanna County Public Schools,"14455 James Madison Highway | Palmyra, Virginia 22963 | 434-589-8208 | f 434-589-2248",,school_district,2614
1168,LaVerne Elementary Preparatory Academy,"9966 I Avenue, Hesperia, California 92345 | 760-948-4333",,school_district,2615
1169,Lyndonville Central Schools,"25 Housel Avenue | Lyndonville, NY 14098 | 585-765-2251",,school_district,2617
1170,El Dorado County Office of Education,"6767 Green Valley Road, Placerville, CA 95667 | 530-622-7130",,drop,2619
1171,Tempe Elementary Schools,"3205 South Rural Road | Tempe, Arizona 85282 | Phone: (480) 730-7100",,school_district,2620
1172,South Gibson School Corporation,,,school_district,2621
1173,Prince Edward County Public Schools,"35 Eagle Drive | Farmville, VA 23901 | (434) 315-2100",,school_district,2628
1174,Louisiana Board of Elementary and Secondary Education,"1201 North Third Street  |  Baton Rouge, LA 70802-5243  | 	225.342.5840",,drop,2633
1175,Les Cheneaux Community Schools,,,school_district,2634
1176,Lucas Local Schools,"84 Lucas North Road | Lucas, OH 44843 | 419-892-2338",,school_district,2635
1177,Pinellas County Schools,,,school_district,2636
1178,"County of Pulaski, Virginia","143 Third Street N.W., Suite 1 | Pulaski VA 24301 | P (540) 980-7705 | F (540) 980-7717",,school_district,2641
1179,Portage Lakes Career Center,"4401 Shriver Road | Uniontown, OH 44685 | 330-896-8200",,drop,2643
1180,Coast Community College District,"1370 Adams Ave | Costa Mesa, CA 92626 | Phone: 714.438.4600",,school_district,2644
1181,Rocky River City School,"1101 Morewood Parkway, Rocky River, OH 44116, 440-356-6000",,school_district,2645
1182,Caney Valley USD 436 KS,"700 East Bullpup Boulevard Caney, KS 67333",,school_district,2649
1183,Invictus Academy of Richmond CA,"7150 Portola Drive, El Cerrito, CA 94530",,school_district,2651
1184,Weymouth Township Board of Education,"1202 Eleventh Avenue Dorothy, NJ 08317",,school_district,2653
1185,Reynoldsburg City Schools,"7244 E Main Street / Reynoldsburg, Ohio 43068",,school_district,2657
1186,Perry Township Schools,6548 Orinoco Ave | Indianapolis IN 46227 | 317.789.3700,,school_district,2658
1187,Ferndale Public Schools,,,school_district,2659
1188,Madison-Champaign Educational Service Center,,,drop,2663
1189,Cloverdale Community Schools,,,school_district,2666
1190,Comstock Park Public Schools,"101 School Street NE Comstock Park, MI 49321",,school_district,2667
