LEA_NAME,LEAID,STATENAME,url
Great Oak,1999022,IOWA,https://www.boarddocs.com/oh/goitcd/Board.nsf/public
School for Deaf,2000019,KANSAS,https://go.boarddocs.com/co/csdb/Board.nsf/Public
Rawlins County,2000023,KANSAS,https://go.boarddocs.com/wy/rawlins/Board.nsf/files/BZPVC5800A38/$file/resolution-finance-2019specificpurposetax-authorizingexecutionofescrowagreement-2021.pdf
Southeast KS Education Serv Center,2000041,KANSAS,https://go.boarddocs.com/ks/susdks/Board.nsf/files/BRBMYU5A45B9/$file/BOE%20Report%20July%202020.pdf
East Central KS Coop in Educ,2000051,KANSAS,https://go.boarddocs.com/ks/usd491/Board.nsf/files/9CX4F36DBA3E/$file/USD491%201998%2009%2010%20-%20BOE%20Meeting.pdf
South Central KS Spec Ed Coop,2000053,KANSAS,https://go.boarddocs.com/ks/usd497/Board.nsf/files/CWRL3554883F/$file/Kansas%20Virtual%20Education%20Requirements%20and%20Monitoring%20Plan2023.pdf
Beloit Special Education Cooperative,2000356,KANSAS,https://go.boarddocs.com/wi/sdb/Board.nsf/goto?open&id=BHFSRC6E3E51
Chautauqua & Elk Co Sp. Ed. Services,2000369,KANSAS,https://go.boarddocs.com/ny/williams/Board.nsf/files/CVSP7L627988/$file/ECASB%20Membership%20Directory%202023-2024.pdf
Technology Excellence Education Network,2000378,KANSAS,https://go.boarddocs.com/ut/uen/Board.nsf/files/D29QKJ699BC2/$file/24_UETN_Technology_Report.pdf
Learning Consortium Educ Coop,2000382,KANSAS,https://go.boarddocs.com/ny/pnwboces/Board.nsf/files/8T2MKA5B56F9/$file/minutes111610.pdf
Wabaunsee,2003240,KANSAS,https://go.boarddocs.com/ks/usd253/Board.nsf/files/D8KM7759D0A3/%24file/2024.8.28%20ECF%20Grant%20for%20EHS%20Retention%20Pond.pdf
Northern Valley,2003270,KANSAS,https://go.boarddocs.com/nj/nvrhsd/Board.nsf/Public
Beloit,2003870,KANSAS,https://go.boarddocs.com/wi/sdb/Board.nsf/public
Belle Plaine,2003900,KANSAS,https://go.boarddocs.com/ia/mcsdia/Board.nsf/files/C44LKL56AD8B/$file/MHS%20Air%20Cond.%20CO%232%20-%20alternates.pdf
Burlingame Public School,2004260,KANSAS,https://go.boarddocs.com/ca/smcoe/Board.nsf/goto?open&id=CKUS4A6D5A03
Caldwell,2004380,KANSAS,https://go.boarddocs.com/id/csd132/Board.nsf/Public?open&id=policies
Vermillion,2004560,KANSAS,https://go.boarddocs.com/in/sverm/Board.nsf/Public
Cherryvale,2004740,KANSAS,https://go.boarddocs.com/ks/usd447/Board.nsf/Public
North Jackson,2004830,KANSAS,https://go.boarddocs.com/oh/jmlsd/Board.nsf/Public
Douglass Public Schools,2005610,KANSAS,https://go.boarddocs.com/vsba/roacps/Board.nsf/vpublic?open
Atchison Co Comm Schools,2005700,KANSAS,https://go.boarddocs.com/ks/usd379/Board.nsf/files/CZ5JFE4CF50A/$file/FY2024%20Aid%20Rates%20-%20Final.pdf
Elk Valley,2005760,KANSAS,https://go.boarddocs.com/ks/usd283/Board.nsf/Public
Elkhart,2005790,KANSAS,https://go.boarddocs.com/in/elkh/Board.nsf/goto?open&id=BQPMUR5BB42A
Erie-Galesburg,2006000,KANSAS,https://go.boarddocs.com/ks/usd379/Board.nsf/files/CZ5JFE4CF50A/$file/FY2024%20Aid%20Rates%20-%20Final.pdf
Eudora,2006090,KANSAS,https://go.boarddocs.com/ks/usd491/Board.nsf/Public
Goessel,2006570,KANSAS,https://go.boarddocs.com/ks/usd379/Board.nsf/files/CYA2V67E10AF/$file/Wakefield%20Board%20Report%20-%20December%202023.pdf
Healy Public Schools,2007080,KANSAS,https://www.boarddocs.com/vsba/scpsva/Board.nsf/files/AXQP4M62D0B9/$file/ATTACHMENT%20A%20-%20Bohmke%20to%20Healy%20Letter%20-%20Request%20for%20Info.pdf
Graham County,2007260,KANSAS,https://go.boarddocs.com/nc/nhcs/Board.nsf/files/CC4UDP7B94E8/$file/teacher-supplement-assistance-allotments-v6.pdf
Hutchinson Public Schools,2007620,KANSAS,https://go.boarddocs.com/ks/usd308/board.nsf/public
Hodgeman County,2007800,KANSAS,https://go.boarddocs.com/ks/usd379/Board.nsf/files/CZ5JFE4CF50A/$file/FY2024%20Aid%20Rates%20-%20Final.pdf
Fairfield,2008310,KANSAS,https://go.boarddocs.com/ca/fsusd/Board.nsf/Public
Louisburg,2008970,KANSAS,https://go.boarddocs.com/nc/raleigh/Board.nsf/files/CR2J7X4BDA21/$file/20230502PLANDEVTCZ-89-22PublicHearingRezoning.pdf
Paradise,2009850,KANSAS,https://go.boarddocs.com/az/pvschools/Board.nsf/files/CB4NUS61AA52/$file/Public%20Affairs%20and%20Government%20Relations%20Consulting-%20Award%20-%20RFP%2022-06PV%20-%20Multiple%20Vendors%20-%20Exec.pdf
Nickerson,2009990,KANSAS,https://go.boarddocs.com/ks/usd309/Board.nsf/Public
Oberlin,2010080,KANSAS,https://go.boarddocs.com/nc/raleigh/Board.nsf/files/BVMU2D79EBE8/$file/COA-0174-2020.pdf
Pittsburg,2010710,KANSAS,https://go.boarddocs.com/ca/pittsburg/Board.nsf/Public
Plainville,2010740,KANSAS,https://www.boarddocs.com/ma/plainville/Board.nsf/vpublic?open
Pleasanton,2010770,KANSAS,https://go.boarddocs.com/ca/clpccd/Board.nsf/files/CM2SXV74DEB0/$file/LPC%20011723%20Affiliation%20Agreement%20Livermore-Pleasanton%20Fire%20Training%20Facility.pdf
Blue Valley,2010980,KANSAS,https://www.boarddocs.com/ks/usd229/Board.nsf/Public?open&id=policies
Riley County,2011100,KANSAS,https://go.boarddocs.com/ks/usd379/Board.nsf/files/D6ZFNC3FE943/$file/July%2015%2C%202024%20%23379%20%20TLEC%20BOE%20Report.pdf
Seaman,2011490,KANSAS,https://go.boarddocs.com/ks/susdks/Board.nsf/Public
Shawnee Mission Pub Sch,2011640,KANSAS,https://go.boarddocs.com/ks/smsd/Board.nsf/files/D87L2D54694D/$file/1%20Page%20Summary.pdf
Solomon,2011760,KANSAS,https://go.boarddocs.com/oh/wresloh/Board.nsf/files/D96FVL40F952/$file/Solomon%20Board%20Report%20September%202024.pdf
Ulysses,2012420,KANSAS,https://go.boarddocs.com/ny/gufs/Board.nsf/files/ADMSTD743352/$file/8.30.16%20minutes.pdf
Valley Center Pub Sch,2012510,KANSAS,https://go.boarddocs.com/ca/vcpusd/Board.nsf/goto?open&id=C2QMUT5C5A18
Wichita,2012990,KANSAS,https://go.boarddocs.com/ks/kta/Board.nsf/goto?open&id=ACXPBJ639EDE
Muhlenberg County,2100081,KENTUCKY,https://go.boarddocs.com/pa/muhl/Board.nsf/goto?open&id=C75G4C41F741
Augusta Independent,2100180,KENTUCKY,https://go.boarddocs.com/wi/augusta/Board.nsf/Public?open&id=policies
Kentucky Tech System,2100289,KENTUCKY,https://go.boarddocs.com/la/bese/Board.nsf/files/BMELJD55F9AC/$file/AF_4.4_LA_DoE_State_Superintendent_Applicant_Resumes_Mar_2020.pdf
Craft Academy,2100290,KENTUCKY,https://go.boarddocs.com/ca/orogrande/Board.nsf/files/CPYNM56059F5/$file/2023.04.05%2003-01-2023%20MRAS%20Minutes.pdf
Bellevue Independent,2100420,KENTUCKY,https://go.boarddocs.com/oh/bellevue/Board.nsf/goto?open&id=AUNLZX580BD3
Boone County,2100510,KENTUCKY,https://go.boarddocs.com/il/boone/Board.nsf/goto?open&id=CY3L8L54B83E
Bracken County,2100660,KENTUCKY,https://go.boarddocs.com/ca/rsccd/Board.nsf/files/CA7L3X54A714/$file/SAC-22-007_Bracken's%20Kitchen%20Agency%20Application%20%202021_Updated%2012.17.21.pdf
Calloway County,2100870,KENTUCKY,https://www.boarddocs.com/mabe/wcboe/Board.nsf/files/BAR4UW6E338B/$file/Approved%20Regular%20Meeting%20021219.pdf
Campbell County,2100900,KENTUCKY,https://go.boarddocs.com/vsba/campbell/Board.nsf/Public
Elliott County,2101680,KENTUCKY,https://go.boarddocs.com/sc/charleston/Board.nsf/files/D5QP3T5DAE8C/$file/Elliott%20Davis%20-%202020%20Risk%20Assessment%20for%20CCSD%20(1).pdf
Fairview Independent,2101800,KENTUCKY,https://go.boarddocs.com/vsba/loudoun/Board.nsf/files/CHTRUQ6FB4A1/$file/Waterford%20Report%20Review%20-%20DBM%20Engineering%20_%208.31.22.pdf
Floyd County,2101950,KENTUCKY,https://go.boarddocs.com/vsba/floyd/Board.nsf/Public
Glasgow Independent,2102220,KENTUCKY,https://www.boarddocs.com/ca/conejo/Board.nsf/files/CSSSVS6F219C/$file/Scholastic%20Inc.%20(Literacy%20Pro)%20for%206.21.23%20BOE.pdf
Hart County,2102640,KENTUCKY,https://go.boarddocs.com/ga/sccs/Board.nsf/files/B76W457798E0/$file/011718.EXECUTED.FEE%20SIMPLE%20DEED.SALE%20OF%20THE%20OLD%20WILMINGTON%20ISLAND%20LIBRARY..pdf
Letcher County,2103360,KENTUCKY,https://go.boarddocs.com/fl/lee/Board.nsf/files/BYUN6L5E6A10/$file/EnVision%202030%20Objective%205%20Increase%20Operational%20Efficiency%20and%20Effectiveness%20Pt%201%20FINAL%20v2.pdf
Livingston County,2103510,KENTUCKY,https://www.boarddocs.com/mi/jackson/Board.nsf/files/AG5V6Y756EF1/$file/ATT_HS_2015%20Annual%20Report%20FINAL%206.6.2016_12_2016.pdf
Monroe County,2104200,KENTUCKY,https://go.boarddocs.com/in/mccsc/Board.nsf/files/CL7HM34814E9/$file/MCCSC%202025-2026%20Calendar%20Draft.pdf
Montgomery County,2104250,KENTUCKY,https://go.boarddocs.com/va/montva/Board.nsf/Public
Oldham County,2104530,KENTUCKY,https://go.boarddocs.com/tx/kisd/Board.nsf/files/BVBMRW5B942D/$file/Canvass%20Certification%20-%20KISD-signed.pdf
Pike County,2104800,KENTUCKY,https://go.boarddocs.com/oh/pikectc/Board.nsf/Public?open&id=policies
Simpson County,2105400,KENTUCKY,https://go.boarddocs.com/vsba/loudoun/Board.nsf/files/CFGVN57106A6/$file/HMLCPS_JLupton%20Simpson%20Middle%20School_10112021.pdf
Todd County,2105550,KENTUCKY,https://go.boarddocs.com/sd/tcsdk12/Board.nsf/Public
Union County,2105640,KENTUCKY,https://go.boarddocs.com/nc/ucps/Board.nsf/Public
Warren County,2105730,KENTUCKY,https://go.boarddocs.com/vsba/warren/Board.nsf/Public
Williamsburg Independent,2105910,KENTUCKY,https://go.boarddocs.com/vsba/wjcc/Board.nsf/Public
New Vision Learning Academy,2200025,LOUISIANA,https://www.boarddocs.com/la/bese/Board.nsf/files/92FKJP522064/$file/SIT_2-3_Charter_Extensions_and_Renewals_Dec12.pdf
Assumption Parish,2200120,LOUISIANA,https://go.boarddocs.com/la/apsla/Board.nsf/Public
University View Academy Inc. (FRM LA Connections),2200157,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/BB4U8M7AD69B/$file/AF_4.3_April_Chart_-_revised_4-10-19.pdf
Lycee Francais de la Nouvelle-Orleans,2200159,LOUISIANA,https://go.boarddocs.com/la/nops/Board.nsf/files/CRTKNY52C040/$file/23-0516%20School%20Board%20Eligibility%20Schools%20Enrollment%20Deck.pdf
Dalton Charter School,2200196,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/CBGL73550840/$file/SIT%20ext%20and%20renew%20process.pdf
Frederick A. Douglass High School,2200197,LOUISIANA,https://go.boarddocs.com/vsba/loudoun/Board.nsf/files/C2PLHY56478C/$file/November%202020%20Commemorative%20Concepts%20Presentation%20-%20Douglass%20High%20School.pdf
Iberville Charter Academy,2200219,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/CAFTXK792390/$file/SIT_Agenda_0122%202.pdf
Lanier Charter School,2200226,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/CM3TT9781666/$file/SIT_ExtRen_PP_Dec2022%20(5).pdf
Martin Behrman Elementary School,2200236,LOUISIANA,https://www.boarddocs.com/la/bese/Board.nsf/files/9DDNPW60F35B/$file/RSD_COW_3-2_RSD_School_Annual_Report_2013.pdf
City of Bogalusa School District,2200240,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/D2R62N12D627/$file/AGII_Agenda_0324.pdf
Advantage Charter Academy,2200268,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/CAFTXK792390/$file/SIT_Agenda_0122%202.pdf
Einstein Charter School at Village De L'Est,2200283,LOUISIANA,https://go.boarddocs.com/la/nops/Board.nsf/files/BUFL9G55730B/$file/NOLAPS_PIA%20Accountability%20Presentation.pdf
Thrive Academy,2200290,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/CBXVLE813F1F/$file/2021_2022%20MFP%20Formula_SCR%202%20of%20the%202021%20Legis%20Session%20Attachment%202%20Final.pdf
Edna Karr High School,2200294,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/BD2SMB732970/$file/BESE-BOR_4.5_ExtensionAcademy_0619.pdf
Audubon Charter Gentilly,2200303,LOUISIANA,https://go.boarddocs.com/la/nops/Board.nsf/files/BDPRSR6F6E15/$file/RESOLUTION%2008-19.pdf
GEO Next Generation High School,2200313,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/CM3TT9781666/$file/SIT_ExtRen_PP_Dec2022%20(5).pdf
Edward Hynes Charter School - Lakeview,2200317,LOUISIANA,https://go.boarddocs.com/la/nops/Board.nsf/files/CRTKNY52C040/$file/23-0516%20School%20Board%20Eligibility%20Schools%20Enrollment%20Deck.pdf
John F. Kennedy High School,2200319,LOUISIANA,https://www.boarddocs.com/mabe/mcpsmd/Board.nsf/files/B6VM3W5831A8/$file/Arch%20Appt%20John%20F%20Kennedy%20HS%20Add%20Proj.pdf
Edward Hynes Charter School - Parkview,2200327,LOUISIANA,https://go.boarddocs.com/la/nops/Board.nsf/files/DBNR4Z6C3E0E/$file/SuperintendentPresentation_Renewals_2024_FINAL%20Version.pdf
Calcasieu Parish,2200330,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/D5SJ8B4BD774/$file/SAC_Agenda_0624.pdf
Rooted School,2200331,LOUISIANA,https://go.boarddocs.com/in/indps/Board.nsf/files/BJYLLV568C55/$file/Innovation%20Selection%20Update%20-%20December%202019.pdf
East Baton Rouge Parish,2200540,LOUISIANA,https://go.boarddocs.com/la/ebrp/Board.nsf/files/D9QPNL654C0D/$file/EBR-Strategic-Plan%202021-2025.pdf
Grant Parish,2200690,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/BB4U8M7AD69B/$file/AF_4.3_April_Chart_-_revised_4-10-19.pdf
Jackson Parish,2200780,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/CTWQ326744D6/$file/SAC_Agenda_0723.pdf
Natchitoches Parish,2201140,LOUISIANA,https://go.boarddocs.com/la/npsb/Board.nsf/Public
Pointe Coupee Parish,2201260,LOUISIANA,https://go.boarddocs.com/la/pcpsb/Board.nsf/Public
St. Mary Parish,2201620,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/D2R62N12D627/$file/AGII_Agenda_0324.pdf
West Feliciana Parish,2201980,LOUISIANA,https://go.boarddocs.com/la/zsd/Board.nsf/files/D4PJ7C4BC6B2/$file/Board%20Work%20Session%20Budget%20Presentation%2025APR24.pdf
Special School District,2280100,LOUISIANA,https://go.boarddocs.com/mo/ssdmo/Board.nsf/files/CN8SRG703B52/$file/2024-2025%20School%20Calendar%20(1).pdf
Bridgewater Public Schools,2300004,MAINE,https://go.boarddocs.com/ma/arps/Board.nsf/files/CDMEEC3A0CDC/$file/Joint%20Amherst%20Pelham%20School%20Committees_%20%20Recommendation%20of%20K-5%20Math%20Curriculum%202022-23%20.pdf
Grand Isle Public Schools,2300005,MAINE,https://www.boarddocs.com/ny/ginet/Board.nsf/Public
Fayette Public Schools,2300008,MAINE,https://go.boarddocs.com/ar/fayar/Board.nsf/goto?open&id=CUPSLJ7336DF
Castine Public Schools,2304080,MAINE,https://go.boarddocs.com/fl/pasco/Board.nsf/files/AYUNEG5F80F8/$file/public_comments_Part_1.pdf
Deblois Public Schools,2304880,MAINE,https://go.boarddocs.com/mo/hancock/Board.nsf/Public
Dennysville Public Schools,2304900,MAINE,https://go.boarddocs.com/co/eagle/Board.nsf/files/BDJV4E7EE8D4/$file/04_09_14_Board_Agenda_Packet.pdf
Easton Public Schools,2305310,MAINE,https://go.boarddocs.com/pa/easdpa/Board.nsf/Public
East Range CSD,2305380,MAINE,https://go.boarddocs.com/ny/egcsd/Board.nsf/files/CUSRCZ6BBE3A/$file/2023-08-23%20East%20Greenbush%20Central%20School%20District's%20Districtwide%20Safety%20Plan%20for%20the%202023-2024%20School%20Year%20(1).pdf
Edgecomb Public Schools,2305400,MAINE,https://go.boarddocs.com/fl/palmbeach/Board.nsf/files/C6HKW2503F3E/$file/SP%26P%202019%20-%202022%20(Manual).pdf
Gilead Public Schools,2305980,MAINE,https://go.boarddocs.com/oh/mtgilead/Board.nsf/Public
Greenville Public Schools,2306250,MAINE,https://www.boarddocs.com/mi/greenv/Board.nsf/Public?open&id=policies
Jonesboro Public Schools,2306900,MAINE,https://www.boarddocs.com/ar/jonesboro/Board.nsf/Public
Jonesport Public Schools,2307100,MAINE,https://go.boarddocs.com/fl/pasco/Board.nsf/files/DASMWJ5D3CAC/$file/09-02-14%20Minutes.doc
Newcastle Public Schools,2308760,MAINE,https://go.boarddocs.com/ok/okcps/Board.nsf/Public
Otis Public Schools,2309390,MAINE,https://go.boarddocs.com/ct/naugy/Board.nsf/files/CH4Q6P6576A0/%24file/Response%20to%20KONE%20Bid%20Protest.pdf
Princeton Public Schools,2309990,MAINE,https://go.boarddocs.com/nj/pps/Board.nsf/files/AUXSDC7123C2/$file/Princeton%20Enroll%202017%20Update%20Final%201-6-18.pdf
RSU 87/MSAD 23,2310980,MAINE,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
MSAD 27,2311100,MAINE,https://go.boarddocs.com/ny/bethpage/Board.nsf/files/ACJPKQ64EF29/$file/04-27-11.pdf
RSU 30/MSAD 30,2311220,MAINE,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
RSU 33/MSAD 33,2311310,MAINE,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
RSU 41/MSAD 41,2311580,MAINE,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
RSU 06/MSAD 06,2311790,MAINE,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
Education in Unorganized Terr,2312100,MAINE,https://go.boarddocs.com/ca/acoe/Board.nsf/files/C6MRM86AC935/$file/Aurum%20Preparatory%20Academy%E2%80%99s%20Material%20Revision%20Request.pdf
Shirley Public Schools,2312180,MAINE,https://go.boarddocs.com/id/d91/Board.nsf/files/CKKQ6Z666C8E/$file/2001-05-22%20-%20Board%20Meeting%20Minutes.pdf
Upton Public Schools,2313070,MAINE,https://go.boarddocs.com/wy/wyos/Board.nsf/files/CSMKV8536F88/$file/Annual%20Accreditation%20Recommendations%20SY%202023-2024.pdf
Wells-Ogunquit CSD,2313490,MAINE,https://go.boarddocs.com/ny/rcsd/Board.nsf/files/CPPLU3573901/$file/March%202023%20Final%20TransPar%20Routing%20Management%20Proposal%20and%20Contract.pdf
RSU 19,2314785,MAINE,https://go.boarddocs.com/me/portland/Board.nsf/files/BZN3G906C4F8/$file/3_22_21%20FinComm%20Comp%20Data%20Presentation.pdf
RSU 73,2314805,MAINE,https://go.boarddocs.com/ny/buffalo/Board.nsf/files/CYJJE74CC766/$file/BOE%20Recommendation%20(Amended)%20-%20Math%20VoyagerSopris%202023%202024.pdf
RSU 50,2314806,MAINE,https://go.boarddocs.com/ga/sccs/Board.nsf/files/BJKVW982AD26/$file/121119.Policy%20ECH.pdf
Community Regional Charter School,2314807,MAINE,https://go.boarddocs.com/pa/chic/Board.nsf/files/BE7GCG4323AC/$file/Draft%20Policy%20140.pdf
Baxter Academy for Technology and Science,2314812,MAINE,https://go.boarddocs.com/in/rcs/Board.nsf/legacy-content/84NT421A0E07/$FILE/Minutes%2009-25-02.pdf
Cherryfield Public Schools,2314814,MAINE,https://go.boarddocs.com/md/stmarysco/Board.nsf/files/9W4TP2671A49/$file/(5)CIP%20Detail%20Worksheets%20BWS%205-4-15.pdf
St George Public Schools,2314820,MAINE,https://go.boarddocs.com/vsba/kgcs/Board.nsf/Public
Maine Arts Academy,2314832,MAINE,https://go.boarddocs.com/me/sport/Board.nsf/files/D48K9K508DD1/$file/Norman%20Hanson%20Detroy%20Proposal.pdf
SEED School of Maryland,2400027,MARYLAND,https://go.boarddocs.com/md/msde/Board.nsf/files/CFVKAD50D9B8/$file/June202018Minutes.pdf
Carroll County Public Schools,2400210,MARYLAND,https://go.boarddocs.com/vsba/ccpsd/Board.nsf/Public
Garrett County Public Schools,2400360,MARYLAND,https://go.boarddocs.com/mabe/garrett/Board.nsf/Public
Talbot County Public Schools,2400630,MARYLAND,https://go.boarddocs.com/md/msde/Board.nsf/files/D9UJ4648B0B7/$file/Analysis%20of%20Federal%20Grant%20Programs%20and%20Local%20Education%20Agencies%E2%80%99%20Fund%20Balances%20(1).pdf
Quabbin,2500001,MASSACHUSETTS,https://go.boarddocs.com/ma/nrsd/Board.nsf/goto?open&id=CZ5UGJ7B5D5D
Lawrence Family Development Charter (District),2500032,MASSACHUSETTS,https://go.boarddocs.com/wa/bisd/Board.nsf/files/D23VNE818B21/$file/BI_Trends_and_Projections_Jan_2024_Final.pdf
Francis W. Parker Charter Essential (District),2500038,MASSACHUSETTS,https://www.boarddocs.com/in/indps/Board.nsf/files/BBK27A667D4C/%24file/Love%20of%20Reading%20Project%20Update%20-%20April%202019.pdf
Boston Renaissance Charter Public (District),2500039,MASSACHUSETTS,https://www.boarddocs.com/nj/hoboken/Board.nsf/files/9DCQP46952A0/$file/Commissioner%20Cerf%20letter%20on%20HoLa%20expansion%20(2).pdf
Learning First Charter Public School  (District),2500045,MASSACHUSETTS,https://go.boarddocs.com/az/azsfb/Board.nsf/files/BHZVEB805447/$file/13402-HB2749_K-12_BRB.pdf
Christa McAuliffe Charter School (District),2500068,MASSACHUSETTS,https://go.boarddocs.com/fla/vcsfl/Board.nsf/files/BCZN3P5C5350/$file/1%20-%20Lee%20D.%20Bush%20Letter%20of%20Interest%20-%20Resume%20-%20Letters%20of%20Recommendation.pdf
Veritas Preparatory Charter School (District),2500536,MASSACHUSETTS,https://go.boarddocs.com/tn/scsk12/Board.nsf/files/CR3TTY73B781/$file/2022_23_Charter%20Applicant%20Recommendations_4.20.23%20(Final%20Copy).pdf
Paulo Freire Social Justice Charter School (District),2500547,MASSACHUSETTS,https://go.boarddocs.com/ca/esuhsd/Board.nsf/files/AQ5NXK620CFD/$file/2018%20KIPP%20East%20Side%20High%20School%20Charter%20Petition%20%26%20Appendices%20redlined%208.17.17.pdf
Baystate Academy Charter Public School (District),2500550,MASSACHUSETTS,https://go.boarddocs.com/mi/aaps/Board.nsf/files/CAUHRZ49CD37/$file/AAPS%20Monthly%20Monitoring%20Documents%20November%202021.pdf
South Shore Educational Collaborative (SSEC),2500581,MASSACHUSETTS,https://go.boarddocs.com/ny/gnps/Board.nsf/files/CUS7HL163109/$file/Proposed%20GNPS%2023-24%20DistrictWide%20Safety%20Plan.pdf
Shore Educational Collaborative,2500583,MASSACHUSETTS,https://go.boarddocs.com/ma/ens/Board.nsf/goto?open&id=CUXNF75F6CB0
Collaborative for Regional Educational Service and Training,2500585,MASSACHUSETTS,https://go.boarddocs.com/ca/muhsd/Board.nsf/files/D96VL6813726/$file/CAEP%20Three-Year%20Plan%202025-28%20Guidance_FINAL%20(1).pdf
Hampden Charter School of Science West (District),2500588,MASSACHUSETTS,https://go.boarddocs.com/ma/arps/Board.nsf/files/DAZPXY66CB9A/$file/DRAFT%20ARPS%20comment%20on%20PVCICS%20enrollment%20expansion%20Nov%2014.pdf
Ashland,2502100,MASSACHUSETTS,https://www.boarddocs.com/wi/ashland/Board.nsf/Public
Auburn,2502220,MASSACHUSETTS,https://go.boarddocs.com/ny/aecsd/Board.nsf/Public
Berkshire Hills,2502530,MASSACHUSETTS,https://go.boarddocs.com/oh/wecs/Board.nsf/files/C6MJMB4D200A/$file/Agenda%20-%209-13-21%20Transportation%20Bus%20Stops.pdf
Brimfield,2503060,MASSACHUSETTS,https://go.boarddocs.com/ny/fairport/Board.nsf/files/CAZPLK62CB05/$file/1-25-22%20Sign-In%20for%20Public%20Comments.pdf
Canton,2503300,MASSACHUSETTS,https://go.boarddocs.com/sd/cantonsd/Board.nsf/Public
Chelsea,2503540,MASSACHUSETTS,https://go.boarddocs.com/mi/chel/Board.nsf/Public?open&id=policies
Concord,2503840,MASSACHUSETTS,https://go.boarddocs.com/in/concord/Board.nsf/Public
Dighton-Rehoboth,2504200,MASSACHUSETTS,https://go.boarddocs.com/ma/tof/Board.nsf/files/AYEKWH50B28D/$file/MassDOT%20South%20Coast%20Rail%20EIR%20letter.pdf
Dracut,2504320,MASSACHUSETTS,https://go.boarddocs.com/me/sport/Board.nsf/files/D33RXX6C57C3/$file/Kingston%20Stop%20Sign.pdf
East Bridgewater,2504440,MASSACHUSETTS,https://go.boarddocs.com/ma/sersd/Board.nsf/vpublic?open
East Longmeadow,2504500,MASSACHUSETTS,https://go.boarddocs.com/ma/arps/Board.nsf/files/DAZPXY66CB9A/$file/DRAFT%20ARPS%20comment%20on%20PVCICS%20enrollment%20expansion%20Nov%2014.pdf
Oak Bluffs,2504650,MASSACHUSETTS,https://www.boarddocs.com/fl/nassau/Board.nsf/files/B74SBN700932/$file/20181213SimpkinsFBHSvolunteers3.pdf
Florida,2504920,MASSACHUSETTS,https://go.boarddocs.com/fl/lee/Board.nsf/files/CSSTMJ778EC7/$file/finsal22.pdf
Franklin,2505010,MASSACHUSETTS,https://go.boarddocs.com/in/frankl/Board.nsf/Public
Franklin County Regional Vocational Technical,2505020,MASSACHUSETTS,https://go.boarddocs.com/vsba/frco/Board.nsf/files/CCAREH6D4E50/$file/2022-23%20Franklin%20County%20Public%20Schools%20Proposed%20Budget%203.7.22.pdf
Gardner,2505130,MASSACHUSETTS,https://go.boarddocs.com/ks/usd231/Board.nsf/Public
Greenfield,2505490,MASSACHUSETTS,https://www.boarddocs.com/wi/greenfield/Board.nsf/Public
Haverhill,2505970,MASSACHUSETTS,https://go.boarddocs.com/fl/lee/Board.nsf/files/C38VS7821355/$file/Jared%20Fulgoni%20CL%26R.pdf
Hingham,2506090,MASSACHUSETTS,https://go.boarddocs.com/ma/tof/Board.nsf/files/B8URUU6C3BC2/$file/Submission%20Plans.pdf
Holbrook,2506150,MASSACHUSETTS,https://go.boarddocs.com/mi/cohmi/Board.nsf/files/CYBS246FF032/$file/Resolution%202023-184%20Approving%20Honorary%20Naming%20of%20Holbrook%20Street%20Between%20Buffalo%20Street%20and%20Saint%20Aubin%20Street%20as%20Palestine%20Avenue.pdf
King Philip,2506510,MASSACHUSETTS,https://go.boarddocs.com/ma/tom/Board.nsf/files/BDHKKF523B9B/$file/1b.%20Cover%20Sheet%20(Maynard)%20copy.pdf
Leominster,2506780,MASSACHUSETTS,https://go.boarddocs.com/ma/hudsonma/Board.nsf/files/D96GR8447792/$file/62%20Washington%20Street%20Site%20Plan%20Set%20R1.pdf
